name,leaf_group,hierarchy_path,level_0,level_1,level_2,level_3,level_4,level_5,level_6,outline_level
Зефир Шармель BELLE 150г Ванильный,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Зефир Шармель BELLE 150г Земляничный смузи,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Зефир Шармель BELLE 150г Клюквенный,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Зефир Щенячий патрюль воздушный 80г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Бебето BBQ Ваниль 250г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Бебето Pink&White Ваниль и клубника 60г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Бебето Rainbow Twist 60г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Корниш Мега 120г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Корниш Мини 70г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Корниш мини Белый 200г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Корниш Снежок 120г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Маршмеллоу Сердце 70г Confectum,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Joli Jour ванильная 220г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Joli Jour клюквенная 220г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 100г Классическая без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 180г Классическая без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 180г с Брусникой без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 180г с Вишней без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 200г Классическая,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 200г с Вишней,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 200г с Клюквой,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 35г Классическая без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 35г Ягодное ассорти без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 50г картон Классическая без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 50г картон с корицей без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 50г картон Ягодное ассорти без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская 50г Клюква без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская сухарики 40г классика без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская сухарики 40г клюква без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Белевская сухарики 40г черника без сахара,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила белевская яблочная с вишней 175г Глобус,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Шармэль ванильная 221г Ударница,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Шармэль клубн со сливками 221г Ударница,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Шармэль клюквенная 221г Ударница,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Пастила Шармэль Фейхоа 221г Ударница,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Суфле Хаусверт Шокобананы банановое в темн шок 150г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Суфле Хаусверт Шокобананы с ежевичным джем в темн шок 150г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Суфле Хаусверт Шокобананы с малиновым джем в темн шок 150г,"Зефир,пастила,суфле","Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Зефир,пастила,суфле",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила","Зефир,пастила,суфле",,,5
Драже Водная игра Водофон Юникорн 5г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Жевательный мармелад Фини Sour Boom Mix 100г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Жевательный мармелад Фини Банан 90г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Жевательный мармелад Фини Червячки в сахаре 100г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Жевательный мармелад Юнион Мармеладная сейка 20г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе Clever Mama из мякоти апельсина 100г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе Clever Mama из мякоти винограда 100г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе Clever Mama из мякоти кокоса 100г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе из сока NFC DHA Апельсин 115г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе из сока NFC DHA Виноград 115г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Желе из сока NFC DHA Клубника 115г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Карамель на палочке Hello Kitty 12г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Карамель на палочке JUICY JOY с жевательной резинкой 29г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Конфеты жевательные Naruto 20г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Азовск Кислые гусенички 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Азовская Зоопарк 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад АПЕЛЬТИНИ в шоколаде 160г Ударница,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето CHERRY 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Dobule Joy 75г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Dracoola Teeth Клубника и ваниль 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Fenny Bears 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Fizzy Strawberry Pencils 160г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Laces 75г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Lovely Fruits 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Mix 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Peach Rings Персик 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Rainbow Spaghetti 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Sour blast Fizzy 180г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Sour Worms 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Super Belt Fizzy Mix Fruit Тутти Фрутти 180г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Super Belt fizzy Малина 180г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Super Belts 75г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Wacky Sticks 75г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Wacky Sticks Banan Raspberry 160г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Wacky Sticks Fizzy 180г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Worms 70г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето Ассорти стакан 200г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето сублимированный Бабл гам 35г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бебето сублимированный Персик 35г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Биг Бургер 28г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Биг Хот Дог 32г,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бон Пари 100г Джоуи Кола,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бон Пари 100г Корги,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
Мармелад Бон Пари 120г Кислые змейки,Мармелад жевательный,"Продовольственные товары / Кондитерские изделия / Шоколад,сладости / Мармелад,суфле,зефир,пастила / Мармелад жевательный",Продовольственные товары,Кондитерские изделия,"Шоколад,сладости","Мармелад,суфле,зефир,пастила",Мармелад жевательный,,,5
